                               Güterart |      Freq.     Percent        Cum.
            TIERKöRPER / SCHLACHTABFALL |         11        0.01       95.48
          TIERKöRPER FüR TIERPATHOLOGIE |          1        0.00       95.48
                               TIERMEHL |          1        0.00       95.48
                            TIERNAHRUNG |          2        0.00       95.48
               TIERNAHRUNG ( STüCKGUT ) |          2        0.00       95.48
                          TIERTRANSPORT |          1        0.00       95.49
          TIERäRZTLICHE INSTRUMENTARIEN |          9        0.01       95.49
                                  TISCH |          3        0.00       95.50
                         TISCH + STüHLE |          1        0.00       95.50
                TISCH, PROJEKTOR, TONER |          1        0.00       95.50
                         TISCH,WERKZEUG |          1        0.00       95.50
                  TISCH- UND BETTWäSCHE |          5        0.00       95.50
                            TISCHDECKEN |          2        0.00       95.50
                                 TISCHE |          3        0.00       95.51
                       TISCHE UND BäNKE |          1        0.00       95.51
                      TISCHE UND STüHLE |          1        0.00       95.51
               TISCHE, ORANGENSAFTSTAND |          1        0.00       95.51
                         TISCHE, STüHLE |          1        0.00       95.51
                        TISCHGARNITUREN |          2        0.00       95.51
                     TISCHPLATTE, MöBEL |          1        0.00       95.51
                     TISCHTENNISPLATTEN |          1        0.00       95.51
                              TITANZINK |          1        0.00       95.51
                                TIXOTON |          1        0.00       95.51
                                     TK |          2        0.00       95.52
                                TK KOST |          1        0.00       95.52
                             TK-ARTIKEL |          2        0.00       95.52
                                TK-KOST |          1        0.00       95.52
                         TK-KOST U. EIS |          4        0.00       95.52
                        TK-Lebensmittel |          1        0.00       95.52
          TK-TECHNIK, INSTALL.-MATERIAL |          1        0.00       95.52
                               TK-WAREN |          2        0.00       95.53
                                TK-Ware |          1        0.00       95.53
                        TK-lebensmittel |          1        0.00       95.53
              TK/ KONSERVEN/ AUFSCHNITT |          1        0.00       95.53
                                    TKK |         21        0.02       95.55
                               TOILETTE |          1        0.00       95.55
                        TOILETTENANLAGE |          1        0.00       95.55
            TOILETTENKABINEN IN 8 ORTEN |          1        0.00       95.55
                        TOILETTENPAPIER |          2        0.00       95.55
                         TOILETTENSTUHL |          1        0.00       95.55
                        TOK-BAND, ROHRE |          1        0.00       95.55
                                TOMATEN |          1        0.00       95.55
                         TOMATEN,GURKEN |          1        0.00       95.55
                TOMATEN,GURKEN (GEMüSE) |          1        0.00       95.55
                          TONDACHZIEGEL |          2        0.00       95.56
                                  TONER |          7        0.01       95.56
                               TONMASSE |          1        0.00       95.56
                              TONTRäGER |          3        0.00       95.57
                               TONWAREN |          2        0.00       95.57
                TOPF- UND SCHNITTBLUMEN |          1        0.00       95.57
